name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
wadi run jordan,2008-12-10,20.7,8.1,15,20.7,7.4,14.9,6.5,58.17,0,,0,,,,,33.8,154.1,1020.5,10.5,9.2,,,0,,2008-12-10T06:22:35,2008-12-10T16:39:51,0.46,Clear,Clear conditions throughout the day.,wind,"40199099999,40198099999,40340099999,40310099999,62465599999"
wadi run jordan,2008-12-11,24.1,8.1,16,24.1,5.7,15.9,3.2,44.93,0,,0,,,,,19,128.8,1019.5,1.9,9,,,0,,2008-12-11T06:23:17,2008-12-11T16:40:06,0.49,Clear,Clear conditions throughout the day.,clear-day,"40199099999,40198099999,40340099999,40310099999,62465599999"
wadi run jordan,2008-12-12,23.6,7,15,23.6,5.7,14.8,2.4,44.84,0,,0,,,,,16.6,165.7,1016.4,0,9.2,,,0,,2008-12-12T06:23:57,2008-12-12T16:40:22,0.5,Clear,Clear conditions throughout the day.,clear-day,"40199099999,40198099999,40340099999,40310099999,62465599999"
wadi run jordan,2008-12-13,23.3,6.6,15.2,23.3,5.1,15,2.3,44.19,0,,0,,,,,21.7,317.2,1015.8,0,8.3,,,0,,2008-12-13T06:24:37,2008-12-13T16:40:39,0.51,Clear,Clear conditions throughout the day.,clear-day,"40199099999,40198099999,40340099999,40310099999,62465599999"
wadi run jordan,2008-12-14,22.1,8.1,15.8,22.1,6.9,15.6,6.6,56.09,0,,0,,,,,19.8,190.5,1017.9,3.2,6.3,,,0,,2008-12-14T06:25:15,2008-12-14T16:40:58,0.53,Clear,Clear conditions throughout the day.,clear-day,"40199099999,40198099999,40340099999,40310099999,62465599999"
wadi run jordan,2008-12-15,22,8.1,15.6,22,7.3,15.4,6.7,58.18,0,,0,,,,,22.2,159.1,1017.6,9.7,9.2,,,0,,2008-12-15T06:25:53,2008-12-15T16:41:19,0.56,Clear,Clear conditions throughout the day.,clear-day,"40199099999,40198099999,40340099999,40310099999,62465599999"
wadi run jordan,2008-12-16,20.8,7.5,14.5,20.8,6.3,14.3,6.3,60.63,0,,0,,,,,31.7,239.9,1018.6,8.6,8.8,,,0,,2008-12-16T06:26:29,2008-12-16T16:41:41,0.6,Clear,Clear conditions throughout the day.,wind,"40199099999,40198099999,40340099999,40310099999,62465599999"
wadi run jordan,2008-12-17,21.1,5.5,13.5,21.1,3.7,13.1,2.1,49.96,0,,0,,,,,27.1,179.3,1019,1,8.9,,,0,,2008-12-17T06:27:05,2008-12-17T16:42:05,0.65,Clear,Clear conditions throughout the day.,clear-day,"40199099999,40198099999,40340099999,40310099999,62465599999"
wadi run jordan,2008-12-18,23,4.1,13.6,23,1.9,13,-3.2,34.43,0,,0,,,,,17.4,171.7,1018.7,11.3,9.1,,,0,,2008-12-18T06:27:39,2008-12-18T16:42:30,0.71,Clear,Clear conditions throughout the day.,clear-day,"40199099999,40198099999,40340099999,40310099999,62465599999"
wadi run jordan,2008-12-19,24.3,6.1,15.4,24.3,6.1,15.1,-7.3,22.44,0,,0,,,,,13.3,162.9,1017.1,13.1,9.2,,,0,,2008-12-19T06:28:12,2008-12-19T16:42:57,0.76,Clear,Clear conditions throughout the day.,clear-day,"40199099999,40198099999,40340099999,40310099999,62465599999"
wadi run jordan,2008-12-20,24.7,9.6,16.6,24.7,9.1,16.6,-7.6,19.63,0,,0,,,,,13,177,1014.6,6.6,9.7,,,0,,2008-12-20T06:28:44,2008-12-20T16:43:24,0.81,Clear,Clear conditions throughout the day.,clear-day,"40199099999,40198099999,40340099999,40310099999,62465599999"
wadi run jordan,2008-12-21,21.8,12.1,16.6,21.8,12.1,16.6,-6.5,20.41,0,,0,,,,,13.8,153.9,1010.8,11.1,9.8,,,0,,2008-12-21T06:29:15,2008-12-21T16:43:54,0.86,Clear,Clear conditions throughout the day.,clear-day,"40199099999,40198099999,40340099999,40310099999,62465599999"
wadi run jordan,2008-12-22,20.6,10.6,15.6,20.6,10.6,15.6,3.5,44.92,0.5,,4.17,,,,,18.5,267,1010.3,20.1,8.7,,,0,,2008-12-22T06:29:45,2008-12-22T16:44:24,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"40199099999,40198099999,40340099999,40310099999,62465599999"
wadi run jordan,2008-12-23,21.1,6.1,13.9,21.1,6.1,13.8,1.7,45.49,0,,0,,,,,26.4,223.4,1014.3,10.6,8.7,,,0,,2008-12-23T06:30:13,2008-12-23T16:44:56,0.94,Clear,Clear conditions throughout the day.,clear-day,"40199099999,40198099999,40340099999,40310099999,62465599999"
wadi run jordan,2008-12-24,18.6,7.6,13.8,18.6,4.6,13.3,1.8,45.32,0,,0,,,,,19.6,253.4,1018.1,13.2,8.7,,,0,,2008-12-24T06:30:40,2008-12-24T16:45:29,0.97,Clear,Clear conditions throughout the day.,clear-day,"40199099999,40198099999,40340099999,40310099999,62465599999"
wadi run jordan,2008-12-25,18.1,4.1,12.5,18.1,2.5,12.2,3.1,54.34,0,,0,,,,,17.1,260.8,1017.3,21.3,9.7,,,0,,2008-12-25T06:31:05,2008-12-25T16:46:04,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40199099999,40198099999,40340099999,40310099999,62465599999"
wadi run jordan,2008-12-26,17.7,5.1,11.7,17.7,3.7,11.1,4,62.02,0,,0,,,,,27.7,149.4,1020.7,2,9.6,,,0,,2008-12-26T06:31:29,2008-12-26T16:46:39,1,Clear,Clear conditions throughout the day.,clear-day,"40199099999,40198099999,40340099999,40310099999,62465599999"
wadi run jordan,2008-12-27,19.1,5.6,12,19.1,3,11.3,3.4,58.92,0,,0,,,,,24.5,134.6,1017.1,16.9,8.8,,,0,,2008-12-27T06:31:52,2008-12-27T16:47:16,1,Clear,Clear conditions throughout the day.,clear-day,"40199099999,40198099999,40340099999,40310099999,62465599999"
wadi run jordan,2008-12-28,20.1,3.6,12.1,20.1,1.1,11.6,1.9,52.32,0,,0,,,,,21.6,225.5,1015.9,3.9,8.7,,,0,,2008-12-28T06:32:14,2008-12-28T16:47:54,0,Clear,Clear conditions throughout the day.,clear-day,"40199099999,40198099999,40340099999,40310099999,62465599999"
wadi run jordan,2008-12-29,19.6,5.1,12.5,19.6,2.9,12.2,3.6,56.23,0,,0,,,,,21.2,261.6,1017.1,5.5,8.8,,,0,,2008-12-29T06:32:33,2008-12-29T16:48:32,0.02,Clear,Clear conditions throughout the day.,clear-day,"40199099999,40198099999,40340099999,40310099999,62465599999"
wadi run jordan,2008-12-30,18.9,5,12.6,18.9,3.1,12.1,6.1,66.12,0,,0,,,,,23,201.8,1016.8,27.3,8.9,,,0,,2008-12-30T06:32:52,2008-12-30T16:49:12,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40199099999,40198099999,40340099999,40310099999,62465599999"
wadi run jordan,2008-12-31,17.1,8.1,12.4,17.1,6,12,3.9,58.53,0,,0,,,,,17.7,324.6,1017.8,26.9,9.4,,,0,,2008-12-31T06:33:09,2008-12-31T16:49:53,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40199099999,40198099999,40340099999,40310099999,62465599999"
